1500,000	-51,825	-48,095	-48,227	-55,866	-56,336	-53,617	-52,051	-55,774
1500,005	-51,818	-48,039	-48,203	-55,847	-56,372	-53,550	-52,123	-55,888
1500,010	-51,796	-48,011	-48,162	-55,823	-56,387	-53,458	-52,212	-55,968
1500,015	-51,790	-47,991	-48,134	-55,842	-56,382	-53,345	-52,305	-55,998
1500,020	-51,802	-47,952	-48,129	-55,929	-56,358	-53,218	-52,398	-55,975
1500,025	-51,826	-47,892	-48,134	-56,051	-56,320	-53,106	-52,506	-55,912
1500,030	-51,858	-47,833	-48,131	-56,151	-56,252	-53,010	-52,623	-55,833
1500,035	-51,893	-47,804	-48,127	-56,197	-56,156	-52,925	-52,736	-55,741
1500,040	-51,911	-47,821	-48,132	-56,198	-56,055	-52,852	-52,838	-55,660
1500,045	-51,902	-47,873	-48,147	-56,173	-55,958	-52,803	-52,911	-55,604
1500,050	-51,873	-47,932	-48,182	-56,142	-55,863	-52,775	-52,942	-55,557
1500,055	-51,825	-47,965	-48,237	-56,099	-55,777	-52,747	-52,914	-55,509
1500,060	-51,767	-47,958	-48,302	-56,041	-55,703	-52,730	-52,831	-55,450
1500,065	-51,710	-47,920	-48,357	-55,974	-55,653	-52,750	-52,729	-55,384
1500,070	-51,674	-47,876	-48,390	-55,901	-55,645	-52,824	-52,649	-55,333
1500,075	-51,663	-47,848	-48,413	-55,823	-55,689	-52,946	-52,589	-55,322
1500,080	-51,657	-47,837	-48,441	-55,740	-55,780	-53,083	-52,511	-55,347
1500,085	-51,641	-47,842	-48,471	-55,657	-55,897	-53,203	-52,400	-55,375
1500,090	-51,620	-47,864	-48,486	-55,594	-56,012	-53,293	-52,261	-55,396
1500,095	-51,623	-47,888	-48,473	-55,560	-56,106	-53,370	-52,129	-55,424
1500,100	-51,666	-47,899	-48,425	-55,559	-56,176	-53,458	-52,041	-55,486
1500,105	-51,735	-47,878	-48,357	-55,574	-56,233	-53,556	-51,996	-55,577
1500,110	-51,807	-47,833	-48,297	-55,595	-56,301	-53,637	-51,978	-55,673
1500,115	-51,873	-47,816	-48,269	-55,631	-56,383	-53,672	-51,973	-55,761
1500,120	-51,927	-47,854	-48,270	-55,711	-56,457	-53,656	-51,986	-55,846
1500,125	-51,967	-47,931	-48,261	-55,832	-56,509	-53,608	-52,031	-55,941
1500,130	-51,987	-48,010	-48,200	-55,970	-56,529	-53,549	-52,115	-56,049
1500,135	-51,978	-48,048	-48,118	-56,089	-56,531	-53,488	-52,219	-56,146
1500,140	-51,934	-48,032	-48,040	-56,173	-56,532	-53,426	-52,321	-56,204
1500,145	-51,866	-47,984	-47,980	-56,212	-56,527	-53,339	-52,408	-56,210
1500,150	-51,792	-47,950	-47,948	-56,221	-56,500	-53,227	-52,480	-56,155
1500,155	-51,729	-47,944	-47,961	-56,224	-56,440	-53,105	-52,545	-56,040
1500,160	-51,676	-47,953	-48,029	-56,234	-56,354	-52,993	-52,612	-55,885
1500,165	-51,609	-47,960	-48,144	-56,218	-56,269	-52,903	-52,683	-55,708
1500,170	-51,524	-47,963	-48,275	-56,155	-56,197	-52,842	-52,746	-55,541
1500,175	-51,441	-47,957	-48,379	-56,048	-56,133	-52,803	-52,787	-55,399
1500,180	-51,381	-47,939	-48,444	-55,924	-56,084	-52,790	-52,800	-55,300
1500,185	-51,348	-47,918	-48,503	-55,823	-56,066	-52,826	-52,798	-55,234
1500,190	-51,339	-47,911	-48,579	-55,770	-56,083	-52,897	-52,815	-55,193
1500,195	-51,360	-47,927	-48,659	-55,768	-56,126	-52,986	-52,838	-55,163
1500,200	-51,403	-47,945	-48,699	-55,792	-56,176	-53,077	-52,844	-55,152
1500,205	-51,455	-47,945	-48,671	-55,808	-56,224	-53,169	-52,798	-55,177
1500,210	-51,512	-47,931	-48,582	-55,802	-56,281	-53,259	-52,704	-55,224
1500,215	-51,567	-47,922	-48,479	-55,785	-56,359	-53,360	-52,571	-55,294
1500,220	-51,627	-47,930	-48,401	-55,779	-56,453	-53,473	-52,435	-55,390
1500,225	-51,701	-47,948	-48,345	-55,799	-56,538	-53,578	-52,331	-55,494
1500,230	-51,797	-47,970	-48,284	-55,839	-56,592	-53,656	-52,257	-55,579
1500,235	-51,903	-47,969	-48,205	-55,882	-56,615	-53,708	-52,192	-55,631
1500,240	-51,966	-47,948	-48,115	-55,919	-56,625	-53,737	-52,129	-55,659
1500,245	-51,942	-47,932	-48,038	-55,954	-56,638	-53,736	-52,086	-55,700
1500,250	-51,821	-47,944	-47,986	-55,995	-56,652	-53,689	-52,076	-55,772
1500,255	-51,654	-47,982	-47,964	-56,018	-56,647	-53,582	-52,103	-55,862
1500,260	-51,490	-48,022	-47,970	-56,001	-56,628	-53,423	-52,156	-55,937
1500,265	-51,361	-48,036	-47,994	-55,927	-56,612	-53,241	-52,219	-55,976
1500,270	-51,269	-48,010	-48,034	-55,816	-56,607	-53,081	-52,294	-55,967
1500,275	-51,202	-47,967	-48,081	-55,694	-56,596	-52,977	-52,375	-55,902
1500,280	-51,161	-47,940	-48,123	-55,606	-56,574	-52,927	-52,466	-55,794
1500,285	-51,170	-47,952	-48,167	-55,572	-56,539	-52,907	-52,559	-55,662
1500,290	-51,239	-47,992	-48,217	-55,586	-56,521	-52,888	-52,642	-55,526
1500,295	-51,348	-48,026	-48,269	-55,620	-56,508	-52,869	-52,704	-55,399
1500,300	-51,462	-48,023	-48,329	-55,624	-56,492	-52,870	-52,739	-55,286
1500,305	-51,562	-47,994	-48,403	-55,592	-56,453	-52,915	-52,760	-55,192
1500,310	-51,653	-47,969	-48,469	-55,546	-56,408	-53,000	-52,789	-55,122
1500,315	-51,745	-47,965	-48,504	-55,519	-56,379	-53,121	-52,841	-55,076
1500,320	-51,842	-47,984	-48,490	-55,530	-56,389	-53,260	-52,890	-55,053
1500,325	-51,949	-48,024	-48,429	-55,591	-56,432	-53,404	-52,899	-55,053
1500,330	-52,056	-48,081	-48,333	-55,690	-56,478	-53,554	-52,861	-55,098
1500,335	-52,138	-48,156	-48,228	-55,794	-56,503	-53,691	-52,802	-55,188
1500,340	-52,180	-48,234	-48,135	-55,871	-56,499	-53,804	-52,739	-55,315
1500,345	-52,175	-48,289	-48,069	-55,923	-56,489	-53,888	-52,668	-55,466
1500,350	-52,112	-48,294	-48,028	-55,967	-56,485	-53,957	-52,581	-55,619
1500,355	-51,984	-48,261	-48,000	-56,011	-56,486	-54,010	-52,487	-55,737
1500,360	-51,804	-48,229	-47,978	-56,049	-56,489	-54,032	-52,410	-55,808
1500,365	-51,628	-48,232	-47,956	-56,056	-56,504	-54,015	-52,367	-55,849
1500,370	-51,506	-48,273	-47,923	-56,020	-56,537	-53,964	-52,348	-55,883
1500,375	-51,440	-48,324	-47,881	-55,952	-56,576	-53,894	-52,310	-55,905
1500,380	-51,411	-48,358	-47,850	-55,880	-56,595	-53,816	-52,214	-55,898
1500,385	-51,401	-48,359	-47,853	-55,829	-56,581	-53,731	-52,061	-55,848
1500,390	-51,412	-48,356	-47,900	-55,799	-56,539	-53,632	-51,899	-55,759
1500,395	-51,456	-48,366	-47,998	-55,791	-56,474	-53,518	-51,780	-55,647
1500,400	-51,530	-48,397	-48,110	-55,781	-56,398	-53,396	-51,735	-55,523
1500,405	-51,621	-48,449	-48,201	-55,772	-56,330	-53,294	-51,765	-55,391
1500,410	-51,714	-48,480	-48,263	-55,778	-56,278	-53,235	-51,848	-55,256
1500,415	-51,808	-48,483	-48,306	-55,809	-56,232	-53,224	-51,954	-55,126
1500,420	-51,907	-48,470	-48,334	-55,851	-56,180	-53,243	-52,056	-55,011
1500,425	-52,012	-48,467	-48,337	-55,891	-56,120	-53,277	-52,163	-54,931
1500,430	-52,111	-48,480	-48,302	-55,924	-56,058	-53,317	-52,292	-54,908
1500,435	-52,167	-48,482	-48,245	-55,951	-56,003	-53,378	-52,436	-54,948
1500,440	-52,149	-48,463	-48,182	-55,984	-55,965	-53,474	-52,569	-55,040
1500,445	-52,069	-48,437	-48,124	-56,028	-55,952	-53,582	-52,687	-55,167
1500,450	-51,966	-48,425	-48,076	-56,076	-55,954	-53,684	-52,792	-55,294
1500,455	-51,876	-48,429	-48,032	-56,124	-55,956	-53,788	-52,861	-55,405
1500,460	-51,809	-48,432	-47,981	-56,162	-55,959	-53,903	-52,879	-55,507
1500,465	-51,747	-48,424	-47,927	-56,182	-55,989	-54,024	-52,844	-55,597
1500,470	-51,679	-48,412	-47,895	-56,189	-56,055	-54,138	-52,780	-55,679
1500,475	-51,606	-48,407	-47,906	-56,204	-56,157	-54,229	-52,702	-55,750
1500,480	-51,537	-48,408	-47,951	-56,232	-56,254	-54,270	-52,651	-55,796
1500,485	-51,478	-48,402	-48,008	-56,247	-56,314	-54,259	-52,625	-55,816
1500,490	-51,420	-48,394	-48,051	-56,208	-56,333	-54,218	-52,598	-55,806
1500,495	-51,359	-48,390	-48,067	-56,092	-56,337	-54,188	-52,533	-55,785
1500,500	-51,314	-48,384	-48,062	-55,924	-56,354	-54,181	-52,422	-55,760
1500,505	-51,308	-48,366	-48,049	-55,759	-56,380	-54,165	-52,289	-55,721
1500,510	-51,367	-48,336	-48,045	-55,665	-56,381	-54,098	-52,162	-55,651
1500,515	-51,485	-48,293	-48,046	-55,670	-56,323	-53,983	-52,057	-55,535
1500,520	-51,611	-48,236	-48,043	-55,737	-56,201	-53,854	-51,972	-55,382
1500,525	-51,709	-48,166	-48,176	-55,835	-55,725	-53,430	-52,060	-54,795
1500,530	-51,894	-48,013	-48,154	-55,906	-55,693	-53,442	-52,149	-54,825
1500,535	-51,808	-47,983	-48,143	-55,963	-55,668	-53,481	-52,230	-54,943
1500,540	-51,688	-47,962	-48,150	-55,983	-55,662	-53,526	-52,317	-55,134
1500,545	-51,572	-47,932	-48,171	-55,968	-55,683	-53,567	-52,420	-55,355
1500,550	-51,495	-47,866	-48,201	-55,934	-55,729	-53,614	-52,538	-55,544
