1500,000	-51,995	-47,932	-48,335	-55,995	-56,563	-53,352	-52,325	-55,987
1500,005	-52,028	-47,925	-48,315	-56,052	-56,591	-53,258	-52,450	-55,947
1500,010	-52,031	-47,916	-48,256	-56,107	-56,589	-53,170	-52,572	-55,869
1500,015	-52,040	-47,895	-48,193	-56,150	-56,547	-53,095	-52,682	-55,768
1500,020	-52,056	-47,876	-48,174	-56,173	-56,481	-53,035	-52,770	-55,665
1500,025	-52,041	-47,893	-48,200	-56,173	-56,409	-52,985	-52,832	-55,577
1500,030	-51,993	-47,949	-48,260	-56,151	-56,332	-52,943	-52,860	-55,512
1500,035	-51,952	-48,020	-48,334	-56,119	-56,248	-52,912	-52,862	-55,459
1500,040	-51,916	-48,089	-48,391	-56,079	-56,153	-52,900	-52,863	-55,411
1500,045	-51,861	-48,120	-48,426	-56,028	-56,067	-52,911	-52,871	-55,366
1500,050	-51,782	-48,104	-48,451	-55,960	-56,013	-52,934	-52,863	-55,330
1500,055	-51,697	-48,061	-48,461	-55,887	-55,990	-52,974	-52,802	-55,308
1500,060	-51,625	-48,039	-48,462	-55,826	-55,980	-53,040	-52,662	-55,293
1500,065	-51,580	-48,064	-48,470	-55,783	-55,977	-53,116	-52,452	-55,284
1500,070	-51,568	-48,116	-48,487	-55,759	-55,991	-53,195	-52,228	-55,284
1500,075	-51,586	-48,167	-48,507	-55,745	-56,051	-53,266	-52,055	-55,304
1500,080	-51,627	-48,191	-48,515	-55,741	-56,147	-53,351	-51,967	-55,354
1500,085	-51,681	-48,186	-48,490	-55,740	-56,269	-53,447	-51,958	-55,430
1500,090	-51,740	-48,171	-48,416	-55,736	-56,390	-53,546	-51,998	-55,509
1500,095	-51,810	-48,167	-48,311	-55,748	-56,497	-53,625	-52,053	-55,577
1500,100	-51,891	-48,176	-48,212	-55,774	-56,575	-53,680	-52,104	-55,648
1500,105	-51,957	-48,198	-48,151	-55,818	-56,632	-53,705	-52,131	-55,709
1500,110	-51,973	-48,237	-48,118	-55,868	-56,670	-53,690	-52,142	-55,764
1500,115	-51,941	-48,298	-48,093	-55,913	-56,695	-53,625	-52,156	-55,824
1500,120	-51,892	-48,368	-48,067	-55,957	-56,702	-53,523	-52,188	-55,897
1500,125	-51,833	-48,422	-48,035	-55,998	-56,673	-53,422	-52,239	-55,972
1500,130	-51,757	-48,447	-47,998	-56,030	-56,605	-53,345	-52,301	-56,029
1500,135	-51,677	-48,437	-47,971	-56,043	-56,512	-53,285	-52,386	-56,050
1500,140	-51,613	-48,392	-47,980	-56,021	-56,416	-53,215	-52,499	-56,039
1500,145	-51,563	-48,325	-48,044	-55,964	-56,340	-53,121	-52,624	-55,996
1500,150	-51,502	-48,275	-48,148	-55,891	-56,285	-53,015	-52,733	-55,917
1500,155	-51,424	-48,278	-48,250	-55,829	-56,232	-52,921	-52,809	-55,796
1500,160	-51,342	-48,322	-48,329	-55,787	-56,162	-52,850	-52,856	-55,648
1500,165	-51,273	-48,372	-48,386	-55,747	-56,085	-52,795	-52,886	-55,497
1500,170	-51,221	-48,404	-48,435	-55,708	-56,012	-52,759	-52,905	-55,357
1500,175	-51,185	-48,405	-48,473	-55,669	-55,969	-52,756	-52,909	-55,241
1500,180	-51,178	-48,388	-48,499	-55,645	-55,966	-52,797	-52,903	-55,154
1500,185	-51,209	-48,368	-48,495	-55,655	-55,994	-52,889	-52,873	-55,097
1500,190	-51,254	-48,353	-48,468	-55,709	-56,038	-53,017	-52,800	-55,067
1500,195	-51,288	-48,349	-48,439	-55,791	-56,100	-53,150	-52,692	-55,072
1500,200	-51,320	-48,362	-48,412	-55,877	-56,185	-53,275	-52,588	-55,117
1500,205	-51,390	-48,392	-48,367	-55,946	-56,272	-53,397	-52,522	-55,196
1500,210	-51,508	-48,422	-48,305	-55,977	-56,341	-53,532	-52,483	-55,283
1500,215	-51,645	-48,435	-48,239	-55,985	-56,396	-53,671	-52,432	-55,365
1500,220	-51,764	-48,431	-48,163	-55,985	-56,431	-53,787	-52,353	-55,456
1500,225	-51,826	-48,425	-48,067	-55,992	-56,453	-53,852	-52,266	-55,591
