1500,000	-51,858	-48,295	-48,227	-55,926	-56,377	-53,520	-52,237	-55,841
1500,005	-51,870	-48,269	-48,203	-56,015	-56,439	-53,375	-52,340	-55,894
1500,010	-51,914	-48,242	-48,201	-56,102	-56,481	-53,223	-52,420	-55,915
1500,015	-51,976	-48,198	-48,222	-56,177	-56,494	-53,099	-52,471	-55,901
1500,020	-52,022	-48,138	-48,256	-56,225	-56,475	-53,013	-52,511	-55,843
1500,025	-52,037	-48,075	-48,290	-56,240	-56,428	-52,958	-52,583	-55,758
1500,030	-52,044	-48,037	-48,317	-56,245	-56,351	-52,912	-52,700	-55,685
1500,035	-52,067	-48,040	-48,331	-56,248	-56,262	-52,876	-52,838	-55,642
1500,040	-52,096	-48,069	-48,322	-56,226	-56,174	-52,840	-52,956	-55,609
1500,045	-52,112	-48,105	-48,294	-56,160	-56,092	-52,807	-53,012	-55,566
1500,050	-52,087	-48,126	-48,271	-56,076	-56,008	-52,800	-52,997	-55,505
1500,055	-52,013	-48,113	-48,289	-55,999	-55,919	-52,816	-52,927	-55,423
1500,060	-51,913	-48,072	-48,352	-55,939	-55,835	-52,846	-52,839	-55,333
1500,065	-51,815	-48,030	-48,425	-55,894	-55,774	-52,880	-52,753	-55,251
1500,070	-51,750	-47,993	-48,474	-55,862	-55,757	-52,921	-52,675	-55,191
1500,075	-51,715	-47,944	-48,500	-55,849	-55,787	-52,985	-52,594	-55,163
1500,080	-51,701	-47,868	-48,529	-55,840	-55,846	-53,079	-52,505	-55,170
1500,085	-51,693	-47,789	-48,580	-55,820	-55,927	-53,200	-52,404	-55,207
1500,090	-51,686	-47,709	-48,643	-55,776	-56,029	-53,349	-52,293	-55,269
1500,095	-51,699	-47,624	-48,687	-55,737	-56,141	-53,506	-52,176	-55,344
1500,100	-51,736	-47,537	-48,674	-55,738	-56,248	-53,627	-52,069	-55,422
1500,105	-51,792	-47,457	-48,580	-55,791	-56,337	-53,672	-52,001	-55,514
1500,110	-51,853	-47,414	-48,448	-55,865	-56,427	-53,641	-51,975	-55,632
1500,115	-51,907	-47,422	-48,341	-55,931	-56,515	-53,593	-51,978	-55,762
1500,120	-51,945	-47,448	-48,268	-55,989	-56,589	-53,579	-51,992	-55,870
1500,125	-51,966	-47,445	-48,219	-56,039	-56,610	-53,613	-52,008	-55,936
1500,130	-51,982	-47,383	-48,189	-56,075	-56,570	-53,660	-52,028	-55,968
1500,135	-52,005	-47,281	-48,169	-56,101	-56,517	-53,667	-52,077	-55,977
1500,140	-52,024	-47,189	-48,135	-56,117	-56,487	-53,599	-52,172	-55,961
1500,145	-52,012	-47,149	-48,086	-56,117	-56,472	-53,450	-52,294	-55,922
1500,150	-51,949	-47,172	-48,061	-56,091	-56,440	-53,273	-52,421	-55,879
1500,155	-51,837	-47,224	-48,095	-56,039	-56,377	-53,133	-52,513	-55,839
1500,160	-51,706	-47,269	-48,180	-55,963	-56,305	-53,057	-52,582	-55,786
1500,165	-51,583	-47,299	-48,284	-55,864	-56,267	-53,031	-52,646	-55,719
1500,170	-51,482	-47,322	-48,386	-55,752	-56,276	-53,033	-52,733	-55,638
1500,175	-51,408	-47,344	-48,473	-55,648	-56,312	-53,039	-52,822	-55,536
1500,180	-51,366	-47,360	-48,538	-55,580	-56,345	-53,022	-52,887	-55,426
1500,185	-51,355	-47,377	-48,578	-55,564	-56,366	-52,975	-52,907	-55,329
1500,190	-51,373	-47,409	-48,589	-55,581	-56,383	-52,923	-52,883	-55,261
1500,195	-51,394	-47,459	-48,571	-55,596	-56,399	-52,905	-52,841	-55,210
1500,200	-51,413	-47,500	-48,534	-55,587	-56,415	-52,960	-52,809	-55,152
1500,205	-51,450	-47,508	-48,490	-55,567	-56,444	-53,085	-52,792	-55,090
1500,210	-51,544	-47,474	-48,439	-55,572	-56,503	-53,235	-52,769	-55,061
1500,215	-51,693	-47,432	-48,363	-55,613	-56,587	-53,366	-52,716	-55,101
1500,220	-51,845	-47,412	-48,264	-55,692	-56,674	-53,454	-52,623	-55,206
1500,225	-51,942	-47,420	-48,161	-55,777	-56,742	-53,507	-52,506	-55,343
1500,230	-51,952	-47,448	-48,071	-55,844	-56,782	-53,553	-52,390	-55,491
1500,235	-51,900	-47,497	-48,002	-55,884	-56,792	-53,610	-52,287	-55,642
1500,240	-51,838	-47,559	-47,967	-55,906	-56,778	-53,672	-52,196	-55,789
1500,245	-51,803	-47,606	-47,935	-55,918	-56,753	-53,710	-52,110	-55,927
1500,250	-51,785	-47,624	-47,912	-55,908	-56,729	-53,701	-52,044	-56,036
1500,255	-51,738	-47,632	-47,918	-55,869	-56,719	-53,644	-52,027	-56,077
1500,260	-51,631	-47,653	-47,936	-55,823	-56,705	-53,549	-52,073	-56,048
1500,265	-51,481	-47,701	-47,957	-55,772	-56,671	-53,436	-52,174	-55,976
1500,270	-51,346	-47,774	-47,976	-55,720	-56,616	-53,310	-52,295	-55,897
1500,275	-51,269	-47,844	-47,994	-55,659	-56,558	-53,163	-52,398	-55,815
1500,280	-51,250	-47,870	-48,017	-55,590	-56,508	-52,996	-52,457	-55,709
1500,285	-51,256	-47,833	-48,060	-55,528	-56,470	-52,830	-52,487	-55,558
1500,290	-51,257	-47,762	-48,122	-55,497	-56,432	-52,718	-52,528	-55,374
1500,295	-51,262	-47,715	-48,182	-55,502	-56,391	-52,693	-52,602	-55,215
1500,300	-51,294	-47,737	-48,225	-55,527	-56,355	-52,751	-52,703	-55,096
1500,305	-51,363	-47,826	-48,258	-55,555	-56,333	-52,848	-52,800	-55,013
1500,310	-51,455	-47,951	-48,287	-55,590	-56,331	-52,943	-52,863	-54,965
1500,315	-51,540	-48,074	-48,307	-55,647	-56,343	-53,029	-52,879	-54,952
